Grant Status ,Phase Type,Phase Status,Grant ,Long Title,Funder ,Role,Investigator,Location,Faculty,Research Start,Research End,Outline Date,Application Date,Award Date,Leeds fEC (£),Leeds Price (£),Funded Leeds Expenditure (£),Funded Leeds Balance (£)
Award,Live Award,Successful,126093,FIND AF: Future innovations in novel detection of atrial fibrillation,British Heart Foundation,PI,"Gale, Christopher, Prof",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,27/02/2023,26/10/2025,,23/11/2021,29/06/2022,"152,376.55","132,968.53","109,172.43","23,796.10"
Award,Live Award,Successful,126093,FIND AF: Future innovations in novel detection of atrial fibrillation,British Heart Foundation,COI,"Hogg, David, Prof",School of Computer Science,Faculty of Engineering & Physical Sci.,27/02/2023,26/10/2025,,23/11/2021,29/06/2022,"14,365.61",0.00,0.00,0.00
Award,Live Award,Successful,126093,FIND AF: Future innovations in novel detection of atrial fibrillation,British Heart Foundation,COI,"Nadarajah, Ramesh, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,27/02/2023,26/10/2025,,23/11/2021,29/06/2022,"76,188.51","66,484.47","54,586.38","11,898.09"
Award,Live Award,Successful,126093,FIND AF: Future innovations in novel detection of atrial fibrillation,British Heart Foundation,COI,"Wu, Jianhua, Dr",School of Dentistry,Faculty of Medicine & Health,27/02/2023,26/10/2025,,23/11/2021,29/06/2022,"15,372.08",0.00,0.00,0.00
Award,Live Award,Successful,126473,FRAilty-informed cancer ManagEment (FRAME):,NIHR National Inst Health Research,PI,"Pearce, Jessica, Dr",Division of Oncology,Faculty of Medicine & Health,01/10/2022,31/10/2025,,21/01/2022,11/11/2022,"504,892.81","411,682.26","266,323.25","145,359.01"
Award,Live Award,Successful,126473,FRAilty-informed cancer ManagEment (FRAME):,NIHR National Inst Health Research,COI,"Clegg, Andrew, Prof",AU Elderly Care,Faculty of Medicine & Health,01/10/2022,31/10/2025,,21/01/2022,11/11/2022,,,,
Award,Live Award,Successful,126473,FRAilty-informed cancer ManagEment (FRAME):,NIHR National Inst Health Research,COI,"Gilbert, Alexandra, Dr",Division of Oncology,Faculty of Medicine & Health,01/10/2022,31/10/2025,,21/01/2022,11/11/2022,0.00,0.00,0.00,0.00
Award,Live Award,Successful,126473,FRAilty-informed cancer ManagEment (FRAME):,NIHR National Inst Health Research,COI,"Rebane, Amy, Miss",Inst of Rheum & Musculoskel Med (LIRMM),Faculty of Medicine & Health,01/10/2022,31/10/2025,,21/01/2022,11/11/2022,"2,987.17","2,389.74","1,687.96",701.78
Award,Live Award,Successful,126473,FRAilty-informed cancer ManagEment (FRAME):,NIHR National Inst Health Research,COI,"Richards, Suzanne, Prof",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/10/2022,31/10/2025,,21/01/2022,11/11/2022,,,,
Award,Live Award,Successful,127205,The impact of multi morbidity on long term outcomes after MI,Wellcome Trust,PI,"Batty, Jonathan, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,01/08/2022,31/07/2025,,23/03/2022,29/07/2022,"552,816.25","282,298.05","262,584.89","19,713.16"
Award,Live Award,Successful,127205,The impact of multi morbidity on long term outcomes after MI,Wellcome Trust,COI,"Hall, Marlous, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,01/08/2022,31/07/2025,,23/03/2022,29/07/2022,"27,641.05","14,115.02","13,129.36",985.67
Award,Live Award,Successful,127205,The impact of multi morbidity on long term outcomes after MI,Wellcome Trust,COI,"Kearney, Mark, Prof",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,01/08/2022,31/07/2025,,23/03/2022,29/07/2022,"13,820.52","7,057.51","6,564.68",492.83
Award,Live Award,Successful,127392,What are the experiences of women and health professionals in postpartum pelvic floor dysfunction?,NIHR National Inst Health Research,PI,"Doxford-Hook, Elizabeth, Dr",School of Healthcare,Faculty of Medicine & Health,01/05/2023,30/04/2026,,24/02/2023,09/05/2023,"545,411.69","434,137.96","235,312.41","198,825.55"
Award,Live Award,Successful,127392,What are the experiences of women and health professionals in postpartum pelvic floor dysfunction?,NIHR National Inst Health Research,COI,"McGowan, Linda, Prof",School of Healthcare,Faculty of Medicine & Health,01/05/2023,30/04/2026,,24/02/2023,09/05/2023,"27,270.56","21,706.88","11,765.61","9,941.27"
Award,Live Award,Successful,127479,ElectroTools: Powering the future of EEG Research,BBSRC (Biotechnology & Biological Sciences Research Council),PI,"Mushtaq, Faisal, Prof",School of Psychology,Faculty of Medicine & Health,01/07/2023,30/06/2026,,04/05/2022,28/09/2023,"669,678.10","535,742.47","297,981.54","237,760.93"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),PI,"Ruddle, Roy, Prof",School of Computer Science,Faculty of Engineering & Physical Sci.,01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"392,513.98","314,011.19","165,917.71","148,093.47"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),COI,"Bogachev, Leonid, Dr",School of Mathematics,Faculty of Engineering & Physical Sci.,01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"27,549.51","22,039.60","11,115.58","10,924.02"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),COI,"Khara, Arjun, Dr",School of Design,"Faculty of Arts, Humanities and Cultures",01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"23,717.31","18,973.84","9,412.28","9,561.56"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),COI,"Ravikumar, Nishant, Dr",School of Computer Science,Faculty of Engineering & Physical Sci.,01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"196,256.99","157,005.59","82,958.86","74,046.74"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),COI,"Rezaei, Mahdi, Dr",Institute for Transport Studies,Faculty of Environment,01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"35,431.55","28,345.24","14,618.68","13,726.56"
Award,Live Award,Successful,127938,Making Visualization Scalable (MAVIS) for explaining machine learning classification models,EPSRC (Engineering and Physical Sciences Research Council),COI,"Ruddle, Roy, Prof",Medicine & Health Faculty Office,Faculty of Medicine & Health,01/09/2023,31/08/2026,,16/08/2022,09/03/2023,"37,968.66","30,374.92",,"30,374.92"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,PI,"Clegg, Andrew, Prof",AU Elderly Care,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"95,109.97","76,087.97","37,020.08","39,067.89"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Abuzour, Aseel, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"63,407.09","50,725.67","24,680.22","26,045.44"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Alldred, David, Prof",School of Healthcare,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"28,635.02","22,908.02","10,181.41","12,726.62"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Best, Kate, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"63,407.09","50,725.67","24,680.22","26,045.44"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Hawkins, Rebecca, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"63,407.09","50,725.67","24,680.22","26,045.44"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Lawton, Rebecca, Prof",School of Psychology,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"30,713.46","24,570.77","10,920.34","13,650.43"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Spilsbury, Karen, Prof",School of Healthcare,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"28,635.02","22,908.02","10,181.41","12,726.62"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"Todd, Oliver, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"31,703.77","25,363.01","12,340.20","13,022.81"
Award,Live Award,Successful,128040,Optimising the Quality and Accessibility of Structured Medication Reviews for Older People with Frailty and Care Home Residents to Reduce Overprescribing and Associated Inequalities.,NIHR National Inst Health Research,COI,"West, Robert, Prof",Division of Health Services Research,Faculty of Medicine & Health,01/01/2024,31/12/2026,22/09/2022,04/05/2023,02/10/2024,"224,471.30","179,577.05","52,395.77","127,181.28"
Award,Live Award,Successful,128041,EPSRC Digital Health Hub,EPSRC (Engineering and Physical Sciences Research Council),PI,"Manley, Edward, Prof",School of Geography,Faculty of Environment,01/12/2023,30/11/2026,,03/08/2022,01/02/2024,"313,857.07","251,085.66","44,958.61","206,127.05"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,PI,"Alderson, Sarah, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"534,676.03","435,794.15","250,825.95","184,968.20"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Copsey, Bethan, Dr",Inst of Clinical Trials Research (LICTR),Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"112,591.68","90,073.31","55,057.24","35,016.07"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Foy, Robbie, Prof",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"133,669.01","108,948.54","62,706.49","46,242.05"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Khan, Tasneem, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,0.00,0.00,0.00,0.00
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Mujica-Mota, Ruben, Dr",Division of Health Economics,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,0.00,0.00,0.00,0.00
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Mujica-Mota, Ruben, Dr",Division of Health Economics,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"108,953.78","87,163.02","47,359.75","39,803.27"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Russell, Amy, Dr",Psychological & Social Medicine,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"26,402.28","21,121.83","16,862.24","4,259.59"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Wood, Susan, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"133,669.01","108,948.54","62,706.49","46,242.05"
Award,Live Award,Successful,128253,Impact of an Intervention on Inequalities in Overprescribing,NIHR National Inst Health Research,COI,"Wright, Judith, Mrs",Division of Health Economics,Faculty of Medicine & Health,01/01/2024,31/12/2025,26/09/2022,09/02/2023,06/02/2024,"77,824.53","62,259.62","33,828.57","28,431.05"
Award,Live Award,Successful,129258,Exploring psychological distress in patients with pancreatic cancer,NIHR National Inst Health Research,PI,"Taylor, Anna, Dr",Psychological & Social Medicine,Faculty of Medicine & Health,01/02/2024,31/01/2027,,08/03/2023,13/02/2024,"597,500.61","483,047.09","209,619.79","273,427.30"
Award,Live Award,Successful,129317,Development of an implementation package for general practice to promote evidence-based support for physical activity targeting people with cardio-metabolic risk factors – INSTEP-package.,NIHR National Inst Health Research,PI,"Grice, Adam, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/10/2023,30/09/2028,,01/02/2023,04/01/2024,"809,831.91","653,195.64","182,592.11","470,603.53"
Award,Live Award,Successful,129334,The Acts of Citizenship of People of Colour within ‘White’ Subcultures,Leverhulme Trust,PI,"Mason-Bertrand, Adele, Dr",School of Media and Communication,"Faculty of Arts, Humanities and Cultures",01/10/2023,02/04/2027,,27/02/2023,27/09/2023,"474,010.78","95,977.35","35,885.50","60,091.85"
Award,Live Award,Successful,129869,HOPSCOTCH:  Helping Optimise Primary care Support and Communication during Transition from Children’s Hospice care.,NIHR National Inst Health Research,PI,"Ziegler, Lucy, Prof",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/09/2024,31/08/2027,18/04/2023,12/10/2023,21/05/2024,"554,747.54","480,260.90","58,428.87","421,832.03"
Award,Live Award,Successful,129869,HOPSCOTCH:  Helping Optimise Primary care Support and Communication during Transition from Children’s Hospice care.,NIHR National Inst Health Research,COI,"Mitchell, Sarah, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/09/2024,31/08/2027,18/04/2023,12/10/2023,21/05/2024,"554,747.54","480,260.90","58,428.87","421,832.03"
Award,Live Award,Successful,129995,"The use of an artificial intelligence-based prediction device, AKI-Predict, in clinical practice for the early prediction of acute kidney injury",Kidney Research UK Account Ref: UNI008,PI,"Krivov, Sergey, Dr",School of Molecular and Cellular Biology,Faculty of Biological Sciences,01/04/2024,31/03/2027,,27/03/2024,11/04/2024,"597,741.33","220,011.81","79,808.56","140,203.25"
Award,Live Award,Successful,129995,"The use of an artificial intelligence-based prediction device, AKI-Predict, in clinical practice for the early prediction of acute kidney injury",Kidney Research UK Account Ref: UNI008,COI,"Auer, Stefan, Dr",School of Chemistry,Faculty of Engineering & Physical Sci.,01/04/2024,31/03/2027,,27/03/2024,11/04/2024,"55,385.15",0.00,0.00,0.00
Award,Live Award,Successful,129995,"The use of an artificial intelligence-based prediction device, AKI-Predict, in clinical practice for the early prediction of acute kidney injury",Kidney Research UK Account Ref: UNI008,COI,"Lewington, Andrew, Dr",LIMR Visitors and Honoraries,Faculty of Medicine & Health,01/04/2024,31/03/2027,,27/03/2024,11/04/2024,,,,
Award,Live Award,Successful,130309,"Emergency care for young people after self-harm (ENCRYPT-SH): what works for whom, why, and in what circumstances?",NIHR National Inst Health Research,PI,"Romeu, Daniel, Dr",Psychological & Social Medicine,Faculty of Medicine & Health,01/08/2024,31/07/2027,,18/07/2023,25/06/2024,"585,589.84","474,988.87","135,348.15","339,640.72"
Award,Live Award,Successful,130962,Enhancing Palliative care In the Community through General Practice (EPIC-GP): a mixed-methods study and proposal for a new model of general practice palliative and end of life care.,NIHR National Inst Health Research,PI,"Mitchell, Sarah, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/02/2025,31/01/2028,20/09/2023,02/05/2024,22/11/2024,"319,039.77","261,126.45","16,807.42","244,319.03"
Award,Live Award,Successful,130962,Enhancing Palliative care In the Community through General Practice (EPIC-GP): a mixed-methods study and proposal for a new model of general practice palliative and end of life care.,NIHR National Inst Health Research,COI,"Allsop, Matthew, Dr",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/02/2025,31/01/2028,20/09/2023,02/05/2024,22/11/2024,"319,039.77","261,126.45","16,807.42","244,319.03"
Award,Live Award,Successful,130962,Enhancing Palliative care In the Community through General Practice (EPIC-GP): a mixed-methods study and proposal for a new model of general practice palliative and end of life care.,NIHR National Inst Health Research,COI,"Dawkins, Bryony, Miss",Division of Health Economics,Faculty of Medicine & Health,01/02/2025,31/01/2028,20/09/2023,02/05/2024,22/11/2024,"203,398.03","162,718.40","4,385.87","158,332.53"
Award,Live Award,Successful,130962,Enhancing Palliative care In the Community through General Practice (EPIC-GP): a mixed-methods study and proposal for a new model of general practice palliative and end of life care.,NIHR National Inst Health Research,COI,"Webb, Edward, Dr",Division of Health Economics,Faculty of Medicine & Health,01/02/2025,31/01/2028,20/09/2023,02/05/2024,22/11/2024,"203,398.03","162,718.40","4,385.87","158,332.53"
Award,Live Award,Successful,130962,Enhancing Palliative care In the Community through General Practice (EPIC-GP): a mixed-methods study and proposal for a new model of general practice palliative and end of life care.,NIHR National Inst Health Research,COI,"Ziegler, Lucy, Prof",Primary/Palliative Care & Public Health,Faculty of Medicine & Health,01/02/2025,31/01/2028,20/09/2023,02/05/2024,22/11/2024,"319,039.77","261,126.45","16,807.42","244,319.03"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,PI,"Teale, Elizabeth, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"220,043.56","166,882.16","23,364.52","143,517.64"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,COI,"Best, Kate, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"110,021.78","83,441.08","11,682.26","71,758.82"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,COI,"Clegg, Andrew, Prof",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"55,010.89","41,720.54","5,841.13","35,879.41"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,COI,"Crocker, Thomas, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"55,010.89","41,720.54","5,841.13","35,879.41"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,COI,"Hawkins, Rebecca, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"55,010.89","41,720.54","5,841.13","35,879.41"
Award,Live Award,Successful,131132,Optimising transient ischaemic attack (TIA) pathways to reduce ethnicity-based inequalities,NIHR National Inst Health Research,COI,"Todd, Oliver, Dr",AU Elderly Care,Faculty of Medicine & Health,01/01/2025,29/02/2028,20/09/2023,11/07/2024,03/12/2024,"55,010.89","41,720.54","5,841.13","35,879.41"
Award,Live Award,Successful,132343,Work-related suicide. An international social justice study,Wellcome Trust,PI,"Waters, Sarah, Prof",School of Languages Cultures & Societies,"Faculty of Arts, Humanities and Cultures",01/02/2025,31/01/2029,,07/05/2024,13/01/2025,"1,049,470.62","804,388.00","5,446.09","798,941.91"
Award,Live Award,Successful,132503,Transforming the Cultural & Heritage Sector’s Data Infrastructure:  A pilot study to establish a cultural data observatory,ESRC (Economic and Social Research Council),PI,"Walmsley, Benjamin, Prof",Performance and Cultural Industries,"Faculty of Arts, Humanities and Cultures",01/07/2024,30/09/2025,,02/05/2024,16/07/2024,"302,561.90","242,049.52","99,750.84","142,298.68"
Award,Live Award,Successful,132503,Transforming the Cultural & Heritage Sector’s Data Infrastructure:  A pilot study to establish a cultural data observatory,ESRC (Economic and Social Research Council),COI,"Zebracki, Martin, Prof",School of Geography,Faculty of Environment,01/07/2024,30/09/2025,,02/05/2024,16/07/2024,"31,774.95","25,419.95","15,010.74","10,409.21"
Award,Live Award,Successful,132629,Healthy and Sustainable Smart Spaces Data Service,ESRC (Economic and Social Research Council),PI,"Lomax, Nikolas, Prof",School of Geography,Faculty of Environment,01/01/2025,31/03/2029,,30/04/2024,18/12/2024,"2,048,341.06","1,638,672.60","25,717.36","1,612,955.24"
Award,Live Award,Successful,132629,Healthy and Sustainable Smart Spaces Data Service,ESRC (Economic and Social Research Council),COI,"Birkin, Mark, Prof",School of Geography,Faculty of Environment,01/01/2025,31/03/2029,,30/04/2024,18/12/2024,"2,048,341.06","1,638,672.60","25,717.36","1,612,955.24"
Award,Live Award,Successful,132629,Healthy and Sustainable Smart Spaces Data Service,ESRC (Economic and Social Research Council),COI,"Manley, Edward, Prof",School of Geography,Faculty of Environment,01/01/2025,31/03/2029,,30/04/2024,18/12/2024,"2,048,341.06","1,638,672.60","25,717.36","1,612,955.24"
Award,Live Award,Successful,132629,Healthy and Sustainable Smart Spaces Data Service,ESRC (Economic and Social Research Council),COI,"Morris, Michelle, Prof",Food Science,Faculty of Environment,01/01/2025,31/03/2029,,30/04/2024,18/12/2024,"261,047.83","208,838.20","16,379.46","192,458.74"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),PI,"Westhead, David, Prof",School of Molecular and Cellular Biology,Faculty of Biological Sciences,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"393,546.21","314,728.27","4,624.54","310,103.73"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Cutillo, Luisa, Dr",School of Mathematics,Faculty of Engineering & Physical Sci.,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"10,447.75","8,355.39","1,392.56","6,962.83"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Hall, Marlous, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"10,986.95","8,786.53","1,464.43","7,322.10"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Iles, Mark, Dr",Division of Pathology and Data Analytics,Faculty of Medicine & Health,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"12,060.69","9,644.96","1,607.50","8,037.46"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Mitra, Suparna, Dr",Division of Gastroenterology and Surgery,Faculty of Medicine & Health,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"11,069.20","8,851.78","1,475.30","7,376.48"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Relton, Samuel, Dr",Division of Health Services Research,Faculty of Medicine & Health,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,"10,605.22","8,481.38","1,413.58","7,067.80"
Award,Live Award,Successful,133017,Biomedical Data Science and Careers Leadership Group,MRC (Medical Research Council),COI,"Stead, Lucy, Dr",Division of Molecular Medicine,Faculty of Medicine & Health,15/01/2025,14/01/2027,,06/05/2024,07/02/2025,,,,
Award,Live Award,Successful,133372,Transforming child health outcomes through data linkages,Wellcome Trust,PI,"Dondo, Tatendashe, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,01/02/2025,31/01/2027,,18/06/2024,19/03/2025,"399,479.73","181,733.91","2,108.00","179,625.91"
Award,Live Award,Successful,134498,FIND HF,NIHR National Inst Health Research,PI,"Nadarajah, Ramesh, Dr",Inst Cardiovasc & Metabolic Med (LICAMM),Faculty of Medicine & Health,01/02/2025,31/01/2026,,13/02/2025,25/02/2025,"110,389.42","88,311.48","9,075.10","79,236.38"
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,TOTAL,"78,622,596.77",,
